azp1556_ch17_0,"<root><div type=""chapter""><p>"
azp1556_ch17_491,"Lo † qual no parecio seguro a Syluest. f in Rosa au rea. casu. 6. Porq̃ Porque puede el vẽdedor vendedor mu dar el proposito, o oluidarlo, o morir, y el cōprador comprador quedar da ñifi cado. Y porque es cosa difficil offrecer a otro el dinero, que en su mano tiene de vna, o de otra manera ganado. Y assi es de mucho peligro, y no se deue hazer, segun el. Mas (a nuestro parecer) todos estos incōuenientes inconuenientes se pueden atajar, con q̃ que el vẽdedor vendedor de al cōpra dor comprador vna cedula firmada de su mano, en que diga, que si sin pleyto le pagare para el tiẽpo tiempo assentado, le quitara de la paga vn tanto, y sea ello tāto tanto, quāto quanto le cargo mas, por temor de que no se le pagaria sin pleyto,"
azp1556_ch17_492,"* y nos es necessario expressar enla cedula la causa, por q̃ que dize selo ꝗtara quitara"
azp1556_ch17_493,*.
azp1556_ch17_494,"¶ Si † vẽdio vendio algũa alguna cosa cō con pacto, q̃ que se le pague co mo valiere en otro tiẽpo tiempo: assi como en Mayo, si es pā pan, o en Agosto, si es vino, no teniẽdo teniendo ꝓposito proposito (alomenos firme) de guardarlo para lo vender en aquel tiempo, vsura. M. con obligaciō obligacion de restituyr g cap. final. de vsur. &amp; ibi. per oẽs omnes. Ang. verb. vsura. §. 34.."
azp1556_ch17_495,"*Aunque con buena consciencia podria dexar de venderlo, y pre starlo para que se lo boluiessen al mes, que el piensa valdra mas, co mo noto biẽ bien Soto. Diximos (no teniendo proposito &amp;c.) porque no peca, si tiene proposito de guardar lo para lo vender en aquel tiempo, y por importunacion lo vende al presente: con tanto, que concurran tres condiciones. La primera, que no lleue, a como mas valiere en aquel mes, sino a como menos, o al mediano pre cio. s. que si valio a diez, quinze, y veynte, no lleue mas de a quinze segun Alexand. a in. l. Qđ Quod te ff. si cert. pet. La segunda que le quite lo que ha de descrecer, segun el juyzio de los experimẽtados experimentados. s. que quite del precio aque llo, que poco mas o menos ouiera de menguar. La tercera, que des cuente del precio los gastos, si algunos auia de hazer en conseruar la hasta a quel tiempo: otramente es vsura b Maior. vbi supra. q. 32.."
azp1556_ch17_496,"* Ni (quanto a esto) se deue seguir vna distinciō distincion, de Caietano c 2. Sec. q. 78. arti. 1. mas difficil, que vtil a las almas: Porque (que quier que el diga) mas justo es dezir, que vna Decretal de Gregorio d c. fin. de vsu. nono limita otra de Alexandro tertio e cap."
azp1556_ch17_497,"In ciui tate. de vsur., q̃ que no lo que el dize *."
azp1556_ch17_498,"¶ Si † vendio alguna cosa fiada hasta cierto tiempo a mayor valia: esto es, que se le pague (alomenos) lo que entonces valia, y mas lo que mas valiere hasta entōces entonces, y no menos, aun que valga menos, vsura. M. f Host. in sum ma. de vsur. §. An aliquo. ver sicu. Quid si vẽ das vendas. y nos lo diximos largo alibi g Super. c. In ciuitate. de vsu.: donde concluymos, que no seria vsura, ni pecado, el concierto de q̃ que le pagasse el medio del precio, que mas, o menos valiesse desde la compra, hasta el tiẽpo tiempo, q̃ que el lo quiere guardar: hora baxasse, hora subiesse su valor."
azp1556_ch17_499,"¶ Si vendio algo al que tenia necessidad de dinero: cō con pacto, o pro posito principal, de que luego se la torne a vender por menos del justo precio, vsura. M. h Lib. 4. ordi nat. huiꝰ huius regni. titu. 43. Mas no es, ni aun pecado, si simplemente la vendio por precio justo (aun que riguroso) y despues, porque el comprador le quiere reuender, y no halla otro, que se lo com pre, el mesmo vendedor se lo torna a comprar por precio justo, aunque el mas baxo, y piadoso i Angel. verb. vsura §. 60.. Qual precio se llama piadoso, qual moderado, y qual riguroso adelante se dira k In. c. 23. n. 78. &amp;. seq.."
azp1556_ch17_500,"* La suso dicha determinacion, aunque sea verdadera, Pero es pe ligrosa para la fama del mercader que della vsare (y aun para la consciencia) si a quien sabe que quiere mohatrar para malas, o vanas cosas, se lo vende fiado l quia facien tes &amp; consentiẽ tes consentientes &amp;c. ca. 1. ad Romañ Roman. c. 1. de offi. deleg.. Aunque no osaria condennar al mercader, que tornasse a comprar por el precio justo, piadoso la mesma mercaderia, que vendio fiada por el justo riguroso: co mo lo dize Sant Antonino m 2. part. ti. 1. cap. 8.: antes lo alabaria, si se lo tornasse a comprar en el precio, por veer, que nadie le queria dar otro tanto, y mucho mas, si le diesse el justo mediano, cessando en todo toda fraude de vsura, y toda injusticia de precio"
azp1556_ch17_501,*.
azp1556_ch17_502,"¶ Si † lleuo sus mercaderias adōde adonde esperaua ganar: y porque otras sobreuinieron, abatio tanto el precio, que si entonces las vendiera a luego pagar, no solamente no ganara, mas perdiera, y por tanto las dio fiadas por mayor precio, que el justo riguroso, de aquel lu gar, vsura. M. por lo susodicho a Supra eod. c. n. 238. Alex. Lombard. n. 4. de vsura.."
azp1556_ch17_503,"¶ Si porque su dinero gastando poco a poco, no se diminuya, lo dio a algun mercader, o banquero, o official: con intencion, y pro posito principal de recebir parte de la ganancia, o cada a ño vn tan to, quedando le saluo, y seguro lo que dio: Como hazen algunos, q̃ que presumiendo de caualleros no quieren trabajar, y algunas viudas, y otras personas, vsura. M. con obligacion de restituyr: aun que no aya pacto, ni promessa dello, y aun que le llamen deposito b c. Cōsuluit Consuluit. cũ cum ei annotatis. de vsur. ."
azp1556_ch17_504,"Ni † los escusa la ignorancia, y parecer les que ello era licito c Glo. in. c. Pleriq; Plerique. 14. q. 3.. Ni tāpo co tampoco el dezir, que ponen a peligro su dinero, porque pueden los mer caderes, o officiales huyr con ello, o perder sus proprias haziẽdas haziendas, y quebrar. Ca no reciben aquella ganancia por el tal peligro, sino por se lo prestar. Y porque aquel peligro no es sufficiente d Arg. c. Nauig āti Nauiganti. de vsur. c. Si f œneraueris 14. q. 3.. No se ria empero vsura, ni pecado, si hiziesse cōtrato contrato de compa ñia. s. que el vno ponga el dinero, y el otro el trabajo, &amp; industria, y ambos participen de la ganancia, y de la perdida e Toto. ti. ff. ꝓ pro socio. &amp; glos. in dict. c. Pleriq; Plerique. Tho. Ricard. &amp; oẽs omnes. in. 4. d. 15.. Tampoco seria vsura, ni pecado poner su dinero en deposito, y guarda en poder de algũ algun mercader, que tratando con el licitamente, mucho se aprouecha, y tomar algo del, como de quien, aunque no sea obligado por justi cia, es empero de honestidad a dar se lo graciosamẽte graciosamente, y el lo toma como graciosamẽte graciosamente dada, aunque de mejor voluntad deponga su dinero en poder deste, que es agradecido que enel de otro, que no lo fuesse. Y aunque el depositario le diesse lo que le da con esperan ça, que dando le aquello, no le quitara su dinero. Porque todo esto es gracia, y no obligacion: expressa, ni tacita f Caiet. 2. Sec. q. 78. art. 2.. Seria empero vsura, si el mercader lo diesse, como obligado a se lo dar por precio, y vso de su dinero, y el se ñor por este mismo respecto lo recibiesse, o espe rasse: y aun si principalmente por esto lo depositasse. Porende ca da vno mire quan claro vee nuestro Dios nuestras intenciones y propositos: y no quiera enga ñar al que no se puede enga ñar ni ser enga ñado g Cap. à nob. de sentẽ senten. excōi excommuni.."
azp1556_ch17_505,"¶ Si † vendio vn cauallo, o otra cosa, por veynte ducados, que (a juyzio de todos) valia a lo mas quinze, por fiar la paga. M. cō con obli gacion de restituyr los cinco, puesto que despues por morir los o tros cauallos valga quarenta h Maior. in. 4. disti. 15. q. 32. col. 5.."
azp1556_ch17_506,"¶ Si hizo concierto con el Rey, se ñor, o otra persona obligada a pa gar a sus caualleros o criados, sus quitaciones y salarios a cierto tiẽ po tiempo, al qual (por no tener dineros) no les podia pagar, que el les pa garia, dandole el se ñor vn tanto mas de lo que el pagasse: como diez por ciento, vsura. M. con obligacion de restituyr a g Arg. c. in ci uitate de vsur., si por via de interesse verdadero no se escusasse. Aunque en sus cedulas, o car tas diga el rey, o se ñor, que consiente en ello, y le haze graciosa do nacion delo que le da, o promete mas de lo que el pone de suyo. Porque esto en effecto es prestar dinero, para q̃ que de ay a cierto tiem po se lo bueluan con algo mas. Y porque aquella donacion no es verdadera, pues no se haze por liberalidad, sino por necessidad de auer dinero prestado b Medina de restit. in quibꝰ quibus casibus licitum est mutuant in vltra sortem re cipere. cas. 3.."
azp1556_ch17_507,"¶ Si † siendo contador, cobrador, thesorero, o obligado a pagar sa larios, sueldos, mercedes. &amp;c. recibio algun a cosa de los, aquiẽ aquien auia de pagar, por los pagar antes del tiempo, vsura. M. con obligacion de restituyr, por lo suso dicho c In. §. p̃ced ẽ praeceden.: si el verdadero interesse no lo escu sa,"
azp1556_ch17_508,"* o justa compra de action, cōforme conforme a lo q̃ que se ha dicho arriba d Supra eod. cap. nu. 231."
azp1556_ch17_509,*.
azp1556_ch17_510,"¶ Si por ser tutor, o tener alguna otra administracion de los bie nes de algun otro, era obligado a comprar con su dinero alguna heredad, o cosa fructifera, y no la compro por su negligencia lata: obligado es a restituyr al se ñor tanto, quanto verisimilmente reci biera, si se la comprara e l. Tutor qui repertorium. §. Si post deposition ẽ depositionem. ff. de ad ministrat. tut.."
azp1556_ch17_511,"¶ Si tomo prestado a vsura, y jura de se la pagar: y sin se le remetir el juramẽto juramento por el vsurero, o por el juez, dexo de pagar la vsura. M. y por esso deue la pagar antes, y despues pedir la en juyzio f c. Debitores. de iure iur., o co brar absolucion de aquel juramento g c. 1. de iur. iu.."
azp1556_ch17_512,"¶ Dela vsura dela compra con pacto de retrouendendo. SVMARIO. Pacto de retrouendendo que, y que para ser justo, requiere dos cō diciones condiciones. nume. 247. &amp; seq. Y no otras cinco, q̃ que algunos ponen. nume. 248. &amp; sequent. Y si compro con pacto de trouendendo, no teniendo intencion principal de comprar, sino de prestar y ganar los fructos, vsura. M. segun todos. O si cōpro compro por menos del justo precio piadoso, quitando del lo que prudentes varones quitarian, por el pacto de retrouendẽdo retrouendendo. M. aunque no vsura. numero. 247."
azp1556_ch17_513,¶ Preguntas.
azp1556_ch17_514,"SI compro con pacto de retrouendendo, no teniendo intencion principal de comprar, sino de prestar, y ganar los fructos, vsura. M. segun todos. O si compro por menos del justo precio piadoso, quitando del, lo que prudentes varones quitaran, por el pacto de retrouendendo. M. aunque no vsura."
azp1556_ch17_515,"¶ Para † la declaraciō declaracion de lo qual dezimos, que cōpra compra con pacto de retrouendiendo, es la en que el comprador promete al vendedor, que quādo quando quier, o hasta cierto tiẽpo tiempo el, o sus herederos le tornarẽ tornaren su dinero, les tornara tābien tambien so q̃ que les vendio libremente. El qual es licito a l. Si fundũ fundum. l. Si à te. ff. de pa ctis inter empt. &amp; vend. &amp; Le uit. 25., segun Innoc. Host. Ioan. And. Panor. y la comũ comun de los cano nistas b in. c. Ad no stram de empt., y legistas c in. d. l. Fũd ũ Fundum. &amp; Cepo. de si mul. casu. 2. &amp; om̃es omnes Theolog. in. 4. d. 15.. Y por esto el comprador no es obligado a resti tuyr los fructos, que entretanto recibiere, sino los recebidos desde que tardo en restituyrlo. s. dende q̃ que se le offrecio el precio dello en lugar, y tiempo cōuenientes conuenientes, y no lo quiso recebir. Y aun la puede dar en alquiler al vendedor por honesta pension. Para que sea em pero licito, han de concurrir estas cōdiciones condiciones. La primera, que no interuenga simulacion, o enga ño: esto es, que la intencion princi pal del cōprador comprador sea verdaderamente cōprar comprar, y el vendedor diga q̃ que lo quiere vender."
azp1556_ch17_516,"La segunda † que no se haga pacto, que quādo quando lo redimiere le de algo mas delo que el dio d ca. Illo vos. de pignor.. No es empero menester lo que algunos dizen. s. que el cōprador comprador acepte el pacto de se la tor nar, por solo complazer al vendedor: ni que quiera mas que no se la redima: ni q̃ que si supiera que no se la redimiera, no la cōprara comprara: Por que no ay texto ni razon que esto prueue: y acontece muchas ve zes, que vno verdaderamẽte verdaderamente quiere cōprar comprar vna cosa, con pacto de retrouẽdendo retrouendendo, y no sin el. Porq̃ Porque no tiene dineros, para el justo pre cio que vale, sin el pacto: y si, para el que vale cō con pacto de retrouen dendo, que es menos e l. Cum fun di partem. ff. de cōtrah ẽd contrahend. emp.. Y porque muchos no querriā querrian comprar al gunas cosas, que los vendedores les ruegan, que se las compren, y por hazer les plazer, las compran con pacto de retrouendendo, y no les cōprarian comprarian simplemente: Porque no querriā querrian gastar nada en la cōpra compra de aquellas cosas, y menos mucho enla cōpra compra simple, que cuesta mas, que la que se haze con pacto de retrouendendo."
azp1556_ch17_517,"Ni † es menester, lo que otros dizen. s. que no se ponga pacto, que no la re dimiendo hasta cierto tiempo, no la pueda mas redemir. Porque es claro, que se puede hazer pacto de retrouendendo hasta solo vn a ño, o solos dos, o tres: y esto en effecto contiene, q̃ que passados aque llos plazos no se pueda redimir. Ni lo q̃ que otros dizen. s. que el com prador no acostũbre acostumbre prestar a vsura. Porq̃ Porque se presume, q̃ que haze lo q̃ que acostumbra hazer a l. Qđ Quod si no lit. §. Qui assi dua. ff. đ de ædilit. edict.. Ca aun q̃ que, para presumir enel fuero exterior, pueda algo obrar esto: pero no para el dela consciẽcia consciencia, enel qual to da presumpcion cessa b c. Tua nos. de spon.. Ni aun es menester, q̃ que no se haga pacto, de que antes de dos a ños, o tres, no la pueda el vẽdedor vendedor redimir, y de spues si: Porq̃ Porque este tal pacto no es licito, puesto q̃ que mas vale lo que se vẽde vende cō con este pacto, q̃ que con el, de q̃ que la pueda redemir quādo quando quisiere: aunq̃ aunque no vale tanto, quāto quanto, si sin ningũ ningun pacto se vendiesse."
azp1556_ch17_518,"† Ni nos parece bien lo q̃ que algunos c Maior. in. 4. d. 15. q. 43. dizen. s. q̃ que el vendedor agrauia al cōpra dor comprador, con pacto de q̃ que pueda redemir quādo quando quisiere, sino quiere cō sentir consentir q̃ que el cōprador comprador coja alguna parte por razō razon de su interesse: por que quien vsa de su derecho, a nadie haze injuria d c. Cum eccle sia. de electio. &amp; l. Iniuriarũ Iniuriarum. §. 1. ff. de iniur.. No ay necessi dad de tratar aqui, que conjecturas bastan para presumir en el fue ro contencioso, que el tal comprador tuuo intencion mas de pre star, que de comprar: y el tal vendedor mas de empe ñar, que no de vender: Pues tractamos de solo el fuero de la cōsciencia consciencia: en el qual la cōfession confession de penitẽte penitente haze prueua por el y contra el, segũ segun todos. Es verdad empero, q̃ que el contracto sobredicho no es licito, quādo quando se haze pacto, q̃ que el vendedor quede obligado a tomar la cosa cōpra da comprada por alquiler. cō con obligaciō obligacion de pagar la perdida, y da ño della, aun que sin culpa suya acontezca. Porq̃ Porque la perdida, y da ño de lo alqui lado, que se causa sin culpa o negligẽcia negligencia del q̃ que toma en alquiler, ha de ser del q̃ que lo da: saluo si la pẽsion pension fuesse tā tan peque ña, q̃ que releuasse al vendedor enlo q̃ que es agrauiado contra la naturaleza del cōtracto contracto."
